msa_sentence,dialect_sentence,split,dialect,region
سلمون أبو بوعز، الذي أمه راحاب. بوعز أبو عوبيد، الذي أمه راعوث. عوبيد أبو يسى.,وسلمون جاب بوعز من راحاب. وبوعز جاب عوبيد من راعوث. وعوبيد جاب يسى.,train,Tunis,MGR
وعندما رأوه سجدوا له، مع أنه كانت لدى بعضهم شكوك.,وكشافوا يسوع سجدولو، آما ثمة شكون منهم الي شكوا.,train,Tunis,MGR
فقال يسوع: «ألم تفهموا بعد؟»,وقال يسوع: «ياخي لتو مازلتوا ما تفهموش؟,train,Tunis,MGR
لأنه إن اجتمع اثنان أو ثلاثة باسمي، فأنا أكون بينهم.» المسامحة بلا حدود,وين يجتمعوا زوز ولا ثلاثة في إسمي، راني نكون في وسطهم.» مثل الخديم الي ما يسامحش,train,Tunis,MGR
فقال له تلاميذه: «من أين سنحصل على خبز يكفي لهذا الجمع في مثل هذا المكان المعزول؟»,وقالولو التلامذة: «منين باش نجيبوا خبز في الخلاء هاذا يكفي الناس هاذوما الكلهم؟»,train,Tunis,MGR
لكن إن كانت عينك شريرة، فإن جسدك أيضا سيمتلئ بالظلمة. فإن كان النور الذي فيك ظلاما في حقيقته، فكيف سيكون الظلام الذي فيك؟,آما إذا كان عينك مريضة، راهو بدنك الكلو باش يكون معبي بالظلام. إذا كان النور الي فيك ظلام، إمالا قداش باش يكون كبرو الظلام!» الله ولا الفلوس ( لوقا ‏12‏:‏22‏-31 ؛ ‏16‏:13 ),train,Tunis,MGR
وإن أراد أحد أن يحاكمك ليأخذ قميصك، فدعه يأخذ معطفك أيضا.,ولي يحب يتعارك معاك باش ياخذلك جبتك، خليه ياخذ برنوسك زادا.,train,Tunis,MGR
لذلك كونوا أنتم أيضا مستعدين، لأن ابن الإنسان سيأتي في لحظة لا تتوقعونها. العبد الصالح والعبد الشرير,هاذاكا علاش إنتوما زادا حضروا رواحكم، راني آنا إبن الإنسان باش نجي في ساعة ما تجيش على بالكم.» مثل الخديم الثيقة ( لوقا ‏12‏:‏41‏-48 ),train,Tunis,MGR
انظروا طيور السماء، فهي لا تبذر ولا تحصد، ولا تجمع القمح في مخازن، وأبوكم السماوي يطعمها. ألستم أثمن عند الله من الطيور؟,شوفوا طيور السماء كيفاش لا تزرع ولا تحصد ولا تحط في مخزن، وبوكم الي في السماء يوكلها. ياخي إنتوما موش خير منها برشة؟,train,Tunis,MGR
«ويل لكم أيها الفريسيون ومعلمو الشريعة المراءون! فأنتم تغلقون أبواب ملكوت السماوات أمام الناس، فلا أنتم تدخلون، ولا تسمحون للذين يحاولون الدخول بأن يدخلوا.,آما يا ويلكم يا الكتاب متاع اليهود ويا الفريسيين المنافقين! تسكروا في مملكة السماوات في وجوه العباد، لا دخلتوا ولا خليتوا الداخلين يدخلوا.,train,Tunis,MGR
«ها أنا أرسلكم كالغنم بين الذئاب. فكونوا أذكياء كالحيات، وأبرياء كالحمام.,«هاني نبعثكم كيف الغنم في وسط الذيوبا إمالا كونوا فايقين كيف اللفاعي، وباهين كيف الحمام.,train,Tunis,MGR
حينئذ قال يسوع لتلاميذه: «أقول الحق لكم، من الصعب على الغني دخول ملكوت السماوات.,وقال يسوع لتلامذتو: «نقلكم الحق باش يكون صعيب على راجل غني إنو يدخل لمملكة السماوات!,train,Tunis,MGR
فقال له يسوع: «الحق أقول لك، في هذه الليلة، وقبل أن يصيح الديك، ستنكرني ثلاث مرات.»,قالو يسوع: «نقلك الحق: في الليلة هاذي، قبل ما يصيح السردوك، باش تكون نكرت في ثلاثة مرات.»,train,Tunis,MGR
ثم أتى إليه تلاميذه على انفراد وسألوه: «لماذا لم نستطع نحن إخراجه؟»,الوقت هاذاكا جاو التلامذة ليسوع على جنب وقالوا: «علاش أحنا ما نجمناش نخرجوه؟»,train,Tunis,MGR
أقول الحق لكم، إنه عندما يجده، سيكون أكثر سعادة به من سعادته بالتسعة والتسعين خروفا التي لم تضل.,نقلكم الحق، إذا كان يلقاه، راهو باش يفرح بيه أكثر مالتسعة وتسعين الي ما ضاعوش.,train,Tunis,MGR
فقال لهم يسوع: «كم رغيفا لديكم؟» فقالوا له: «سبعة أرغفة وبعض السمك الصغير.»,وقاللهم يسوع: «قداش عندكم من خبزة؟» قالوا: «سبعة خبزات وكعبات حوت صغار.»,train,Tunis,MGR
هذه هي الأشياء التي تنجس الإنسان، أما الأكل بأيد غير مغسولة فلا يجعل الإنسان نجسا.» يسوع يساعد امرأة غريبة,هاذوما هوما الي ينجسوا الإنسان. آما الماكلة بيدين ما هيش مغسولة ما تنجسش الإنسان.» الإيمان متاع المرا الكنعانية ( مرقس ‏7‏:‏24‏-30 ),train,Tunis,MGR
ثم قال: ‹لهذا يترك الرجل أباه وأمه، ويتحد بزوجته، فيصير الاثنان جسدا واحدا.›  #يترك … واحدا.  5:19  من كتاب التكوين 2: 24.,"# تك ‏1‏:27؛ ‏2‏:24؛ أف ‏5‏:31؛ I كو ‏6‏:16 وقال: ""هاذاكا علاش الراجل يخلي بوه وأمو ويتربط بمرتو ولثنين يوليو بدن واحد؟""",train,Tunis,MGR
فإن قال لكم أحد: ‹ها إن المسيح هنا،› أو ‹ها هو هناك!› فلا تصدقوا كلامه.,"والوقت هاذاكا إذا كان واحد قاللكم: ""ها هو المسيح هنا"" ولا ""هاوينو لغادي"" ما تصدقوهش!",train,Tunis,MGR
فأجاب تلاميذه: «بعضهم يقول إنك يوحنا المعمدان، وآخرون إنك إيليا، وآخرون إنك إرميا، أو نبي كباقي الأنبياء.»,جاوبوه: «ثمة شكون يقولوا الي إنت يوحنا المعمدان، وأخرين يقولوا الي إنت إيليا، وأخرين يقولوا الي إنت إرميا ولا واحد مالأنبياء.»,train,Tunis,MGR
وترك يسوع ذلك المكان وذهب إلى منطقة قرب بحيرة الجليل. وصعد إلى تلة وجلس هناك.,ومشى يسوع من غادي وتعدى على الشط متاع بحيرة الجليل، وطلع فوق الجبل وقعد الغادي.,train,Tunis,MGR
وبقي هناك حتى موت هيرودس. حدث هذا ليتم ما قاله الرب على لسان النبي: «من مصر دعوت ابني.»  #من … ابني.  15:2  من كتاب هوشع 11: 1. هيرودس يقتل أطفال بيت لحم,# هو ‏11‏:1؛ خر ‏4‏:22 وسكن فيها حتى لين مات هيرودس، باش يتم الشيء الي قالو الرب على لسان النبي: «من مصر ناديت ابني.» قتلان الصغار في بيت لحم,train,Tunis,MGR
يسوع أمام الوالي بيلاطس,يسوع قدام بيلاطس ( مرقس ‏15‏:1 ؛ لوقا ‏23‏:‏1‏-2 ؛ يوحنا ‏18‏:‏28‏-32 ),train,Tunis,MGR
فحدثت في تلك اللحظة هزة أرضية قوية، لأن ملاك الرب نزل من السماء، وذهب إلى القبر ودحرج الحجر عن الباب، ثم جلس عليه.,ياخي وقع زلزال كبير، ثمة ملاك من عند ربي هبط مالسماء وجا وبعد الحجرة وقعد فوقها.,train,Tunis,MGR
فمد أحد الذين كانوا مع يسوع يده، واستل سيفه، وضرب عبد رئيس الكهنة فقطع أذنه.,وواحد ملي كانوا مع يسوع مد يدو وجبد سيفو وضرب العبد متاع أعلى واحد في رؤساء الكهان قصلو وذنو.,train,Tunis,MGR
وعندما سمع الفريسيون أن يسوع جاوب الصدوقيين فأسكتهم، اجتمعوا معا.,آما كسمعوا الفريسيين الي هو سكت الصدوقيين، جاو مع بعضهم.,train,Tunis,MGR
وقال له: «قم خذ الطفل وأمه وارجع إلى أرض إسرائيل، لأن الذين كانوا يحاولون قتل الطفل ماتوا.»,وقالو: «قوم! هز الطفل وأمو وأرجع لأرض إسرائيل، على خاطر الي حبوا يقتلوه ماتوا.»,train,Tunis,MGR
«حينئذ استيقظت الفتيات وأعددن مصابيحهن.,ياخي الصبايا الكلهم قاموا وشعلوا فناراتهم.,train,Tunis,MGR
فافهموا أنه في الحياة الأبدية بعد قيامة الأموات، الناس لا يتزوجون ولا يزوجون بناتهم، بل يكونون كالملائكة في السماء.,في يوم القيامة راهم لا يعرسوا ولا يعرسوا بيهم، آما يكونوا كيف الملايكة الي في السماء.,train,Tunis,MGR
وبعد أن ترك يسوع ذلك المكان، تبعه أعميان، وهما يصرخان: «يا ابن داود، ارحمنا.»,وكتعدى يسوع من غادي، ثمة زوز رجال عميان تبعوه وهوما يصيحوا: «يا ولد داود أرحمنا!»,train,Tunis,MGR
فأجابهم يسوع: «عند مغيب الشمس تقولون: ‹سيكون الطقس جميلا، لأن السماء محمرة.›,"وجاوبهم يسوع: «وقتلي تجي العشية تقولوا: ""الطقس باهي، على خاطر السماء حمرا.""",train,Tunis,MGR
وكانت مريم المجدلية، ومريم الأخرى جالستين مقابل القبر. حراسة قبر يسوع,وكانت مريم المجدلية، ومريم الأخرى، قاعدين مقابلين القبر. العسان على القبر,train,Tunis,MGR
يسوع يشفي مشلولا,يسوع يشفي راجل مشلول ( متى ‏9‏:‏1‏-8 ؛ لوقا ‏5‏:‏17‏-26 ),train,Tunis,MGR
«ثم جاء الذي أخذ كيسا واحدا، وقال: ‹يا سيد، أعرف أنك رجل قاس، فإنك تحصد من محصول لم تزرعه، وتجني من حقول لم تبذرها.,"ولي خذا صرة وحدة هو زادا جا، وقال: ""يا سيدي، آنا عرفت الي إنت راجل قاسي، تحصد الي ما زرعتوش، وتلم الي ما غرستوش،",train,Tunis,MGR
مثل وليمة العرس,مثل الحفلة متاع الملك ( لوقا ‏14‏:‏15‏-24 ),train,Tunis,MGR
وقال لهم يسوع: «ألم تقرأوا المكتوب: ‹الحجر الذي رفضه البناؤون، هو الذي صار حجر الأساس.› الرب صنع هذا، وهو أمر عظيم في عيوننا›؟,# مز ‏118‏:‏22‏-23؛ أع ‏4‏:11؛ I بط ‏2‏:7 قاللهم يسوع: «ياخي عمركم ما قريتوا في الكتاب المقدس:  الحجرة الي رفضوها البنايا  ولات حجرة الساس.  الرب عمل الشيء هاذا،  وهو عجيب في عينينا.,train,Tunis,MGR
