msa_sentence,dialect_sentence,dialect,region,split
و الثانية إن مصر دولة عظيمة لها تاريخ كبير أضاعه المستعمرين والمستبدين داخل مصر مع إن الناس فى أوروبا يعلموا هذا ومهتمين به,والتانية إن مصر بلد عظيمة ألها تاريخ طويل غيبة المستعمرين والمستبدين جوا مصر مع انو الناس في أوربا بتعرف ومهتمين فيه,Syria,LEV,train
اه  يا  ايها  الابداع . بعد انقضائك  سنضطر  لبيع  سندوتشات  الكبده .,اخ يا عم هالأبداع الي من بعدك رح نصير نبيع معلاق,Syria,LEV,train
استطيع ان  ارى  الشفقه  فى  اعين الاخرين  وذلك  وقت  ضيقى .,ووقت بكون متضايقة بشوف الشفقة في الناس,Syria,LEV,train
القصة مشوشة جداً,القصة بيطيخ كتير,Syria,LEV,train
لكن لم يعرف دائما سباق و يشعر بقراره نفسه و انه يتمنى ان يسعد الاخرين,بس ما بيعرف هو دايما مستعجل وبيحس في قرار جواته أنو هي حابب يسعد العالم,Syria,LEV,train
الذى يظلم زوجته لا يفكر في اخته ولا يفكر غير في نفسه بمعني لا يهمه إذا احد يظلم اخته ومهتم بنفسه فقط,اللي بيظلم مرته لا بيفكر في أخته وما يفكر غير في حالو  يعني ما بيهمو لو حدا ظلم أختو ما بيهمو غير حالو,Syria,LEV,train
انا ارى دفعتى خصوصا,وأنا لو عن حالي شايفة أنو الدفعة تبعتي خصوصا,Syria,LEV,train
الف مبروك يا رضوى ربنا يسعدك ...,ألف مبروك يا رضوى الله يفرحك يارب ....,Syria,LEV,train
النهاردة رجعت إلى المنزل متأخر,اليوم رجعت عالبيت متأخرة,Syria,LEV,train
لكن قليلا جدا الاولاد الذين وصلوا الى درجه النضج و التدين,بس قليل كتير الولاد اللي واصلو لدرجة النضج والدين هاد,Syria,LEV,train
كلامك هذا  ونقاشك  ومجادلتك لهذا الاخ  هو نجاح للموضوع  فى  حد  ذاته .,وكلامك ونقاشك والأخد والعطي مع الأخ هاد في حد ذاته بيخلي الموضوع ينجح,Syria,LEV,train
برجاء عدم إعطاء مبررات لقد هزمتم,يالله اديشكن فظيعين بلا مبررات انتو خسرتوا,Syria,LEV,train
حسناً أكون راضياً,معناها رضا كتير وومتل العسل,Syria,LEV,train
لا  احد  غيرك  يعرفه .,ما حدا بيعرفو الإ أنت,Syria,LEV,train
وكيف ان  يكون  ذاهبه   وفى  نفس  الوقت  تقدم للمحاكمه .,وكيف ماشية بس عم يتحكم,Syria,LEV,train
لماذا أنا جئت إلى هنا ؟؟؟ سلام عليكم,أنا شو الي جابني لهون ؟؟؟؟ سلام عليكم,Syria,LEV,train
كلهم استمروا فى سؤال النابغ لديهم,كلهم قعدوا عم يسألوا الدحيج الي الهم,Syria,LEV,train
والشك طبعا وهى قد رأت  هذا الامر.,والشك طبعا وهي شافت شو القصة,Syria,LEV,train
وبعض الناس يغضبون على بعضهم البعض والأعزاء يتركون بعضهم,وفي ناس بتزعل من بعض وحبايب بيتفرقوا عن بعض,Syria,LEV,train
على مدونتي ورثة ابليس تشرفني زيارتكم,ههه على كتابتي ورثة ابليس بتشرفني زيارتكم,Syria,LEV,train
فيلم لم يحدث,فيلم كتير حلو,Syria,LEV,train
الذي عانت منه من الرجال منذ فترة طويلة,اللي بتعاني منه من قديم الزمان من قبل الرجل,Syria,LEV,train
ايها الشباب لما انتم منتظرين ، متى سنذهب ، انا فى المهندسين,يا شباب أنتو قاعدين ليش رح ننزل أيمتى أنا بالمهندسين ؟,Syria,LEV,train
هؤلاء الاشخاص يفهمون و لكن انت تعرف اذا الاولمبياد كان فى الهند لكان من الممكن ان اصدق انهم يفعلون هذا الشعار,لا الناس هي بتقهم بس أنت بتعرف لو الأولمبيات هي في الهند كنت ممكن أصدق أن هن بيعملوا الشعار هاد,Syria,LEV,train
إنك كتبت لي في «c-box»  صندوق السى وأنا لم اجب.,أنك كتبتلي في ال سي بوكس وأنا ما رديت,Syria,LEV,train
و أريد ان أخبرك مهما كتبت و مهما وصفت صدقنى يعد هذا واحد علي مليون من الحقيقة حيث أنه حلم أصبح حقيقة فوق الخيال,وكنت بدي أقلك أني مهما كتبت ومهما وصفت صدقيني بيعتبر واحد من مليون من الحقيقة لأنو فعلا حلم صار حقيقة شيء فوق الخيال,Syria,LEV,train
بسم الله ماشاءالله,بسم الله ما شاءالله كان وما لم يشاء لم يكن,Syria,LEV,train
وهذا كله  غير  الباعه الجائلين . اترقوه  يومين  يغير  من  روتين الحياه  ويذهب الى  شارع الهرم .,غير البياعين الي بيجولو في الشوارع خليه يشوف يومين ويعيش بشارع الهرم .,Syria,LEV,train
اشكرك استاذ جمال واتمنى الا تبتعد مرة اخرى  عن الكتابه.,بتشكرك يا استاذ جمال وبتمنى أنو ما تختفي مرة تانية في الكتابة,Syria,LEV,train
صدقاً شكراً جزيلاً ..,ألف أألف ألف شكراً عنجد .....,Syria,LEV,train
فإذا كانت النواة مفككة فما بالك بالمجتمع ككل,اذا كانت النواة مفككة فشو رأيك بالمجتمع ككل ...,Syria,LEV,train
الان وحصري علي الحلزونه فوز عمرو دياب بالجائره الدوليه للموسيقى  للمره التالته .,هلئ وحصرا علي الحلزونة بيفوز عمر دياب بالميوزك أورد للمرة التالتة,Syria,LEV,train
والحمد لله  لدينا علاء الذى يجئ فى كل مشاركة .,والحمدالله رجعنا علاء الي بيجبلنا كل المشاركات,Syria,LEV,train
شكر للمحبوبين للمشاركات الجميلة,شكراُ حبايبي على الردود الحلوة,Syria,LEV,train
ستجدها اصبحت ممتلئه,رح نلاقيها صارت مليانة,Syria,LEV,train
وأما إخترت طريقى أن التكلم أو صداقة الشباب ممنوعة لأننى كما قلت فى البداية,وأنا أخترت طريقي ووبعرف أنو الكلام أو صداقة الولاد ممنوع لأنو متل ما قلت في الأول ...,Syria,LEV,train
اثنين سكارى جالسين على القهوة فواحد قال للثانى,مرة أتنين مساطيل قاعدين على القهوة فواحد عميقول للتاني ...,Syria,LEV,train
اسمع، موضوع الحزب في الجامعة ليس صحيحاً لأن الجامعة في الأساس هي مكان للتعليم وهذا يعني أن الحزب له مكانه الخاص,شوف هو فعلا موضوع الحفلات في الجامعة هاد مو صح اساسا لأنو المفروض انو الجامعة هي مكان للتعليم هاد المفروض يعني والحفلات هي الها أماكنها,Syria,LEV,train
اضغط (انقر) هنا للدخول,اضغط على هالزر للدخول,Syria,LEV,train
جميل جدا يا قطر الندى بمعنى أنى أتزوج من واحدة  مثل الجوهرة,حلو كتير يا ست قطر ى الندى يعني أنا أتجوز من وحدة متل الجوهرة,Syria,LEV,train
لماذا لانه تعود من الصغر انه يناقش و يحاور,ليش لأنو هو اتعود من هو صغير أنه يتناقش ويتحاور,Syria,LEV,train
ليس انيس الذى تاتى الكره بقدمه,مو انيس الي كل ما بتجي الطابة على رجلو,Syria,LEV,train
و أحب ما تريد لأنك ستفارقه,حب مين ما بدك بلأخر رح تفارق الكل,Syria,LEV,train
حسناً لقد تكلمت عن محمد بكري الذى يحرم من المشاركة في فعاليات ثقافية في القاهرة تحت مسمى رفض التطبيع,طيب مو أنا حكيت عن محمد بكري الي بينحرم من المشاركة في الفعاليات الثقافية في القاهرة تحت أسم رفض التطبيع,Syria,LEV,train
يا رب الشباب يتعظ من الذى حدث مع هيثم و يرحمون اهلهم,ويارب الشباب يتعظو من الي صار لهيثم ويرحموا أهلهم شوي,Syria,LEV,train
ماذا فعلنا نحن ؟؟,هو نحنا شو عملنا ؟؟؟؟؟,Syria,LEV,train
علا بركات,علا بركات,Syria,LEV,train
سوف نعليها عندما تصل سطح كل مصرى عنده منزل,رح نرفعها لما بتوصل سطح كل مصري الو بيت,Syria,LEV,train
قد قمت بعمل بعض المعكرونه  بالبشاميل . فقد راوضتنى الفكره ولم استطيع منع نفسى من القيام بها  .,عملت معكرونة بالبشاميل أجى في بالي أني أعملها,Syria,LEV,train
ما مشكلتك مع سيادته يا أخى العزيز لما انت منزعج هكذا,شو بدك من أصحاب المراكز يا أخي الفاضل أنت زعلان ليش ؟,Syria,LEV,train
لا اعرف اوقات يكون المكان يذكرنى بحدث معين او شخص معين,مو عارفة ساعات وبيكون مكان بيذكرني بحدث معين أو حدا معين,Syria,LEV,train
و اخبرها عندما طردت من وظيفتى كنتى معى و عندما مرضت,وقالها أنا لما اتقلعت كنتي معي ولما مرضت كنتي معي,Syria,LEV,train
حتي لا يخسرك بسبب ذلك,حتى لا يخسرك بسبب هالشي,Syria,LEV,train
هل هكذا الموضوع بسيط أو أن فى الحقيقة لا يوجد إهتمام,هو لهدرجة الموضوع عادي ولا فعلا مو فارقة,Syria,LEV,train
وزاد الضغط على المصريين بعد تعريب الدواوين,وزاد الضغط على المصريين بعد ترجمة الدواوين للعربي,Syria,LEV,train
دكتور سيد,دكتور سيد,Syria,LEV,train
إرحمنا يا الله,إرحمنا يارب ............,Syria,LEV,train
لتثبيت الفيلم من هنا، ليس فيلماً سيئاً,مشان تحميل الفيلم من هون فيلم مو بشع,Syria,LEV,train
شاهدوا والعياذ بالله إمرأه نصف جسدها الأعلى بدون أرجل ويداها تصل إلى الأرض,شافوا والعياذ بالله مراه بنص جسمها الأعلى بدون اجرين وأييديها بتوصل للأرض,Syria,LEV,train
